ts,tps,cum_tps,r_iops,w_iops,hit_ratio,hit_ratio_gc,edt_gap,rmb_s,wmb_s,ewmb_s,cpwmb_s,dwbw_mb,gcwmb_s,gcrmb_s,valid_ratio,comp_ratio,logmb_s,wal_sz,db_sz,alloc_sz,mem_mb,cum_flash_wmb,db_waf,ssd_run_waf,ssd_cum_waf,version
5041,207439,1131812331,85272,110162,0.932,0.000,0,333.094,430.320,177.605,35.934,216.781,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113297.336,4564400.500,2.000,2.447,2.237,0
5042,209370,1132021701,85644,109754,0.932,0.000,0,334.547,428.727,177.809,35.293,215.625,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113301.836,4565443.500,2.000,2.433,2.237,0
5043,198531,1132220232,81609,102907,0.932,0.000,0,318.785,401.980,169.547,31.793,200.641,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113303.336,4566424.000,2.000,2.439,2.237,0
5044,195882,1132416114,80479,103365,0.932,0.000,0,314.371,403.770,170.828,33.891,199.051,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113304.836,4567457.500,2.000,2.560,2.237,0
5045,191736,1132607850,78608,104220,0.932,0.000,0,307.062,407.109,167.504,33.816,205.789,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113306.336,4568473.500,2.000,2.495,2.238,0
5046,198065,1132805915,81612,105742,0.932,0.000,0,318.797,413.055,170.141,35.250,207.664,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113307.836,4569489.500,2.000,2.460,2.238,0
5047,202919,1133008834,83324,107252,0.932,0.000,0,325.484,418.953,177.266,35.500,206.188,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113309.336,4570527.000,2.000,2.476,2.238,0
5048,203527,1133212361,83947,107137,0.932,0.000,0,327.918,418.504,171.707,36.250,210.547,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113312.336,4571563.500,2.000,2.478,2.238,0
5049,188054,1133400415,77538,100450,0.932,0.000,0,302.883,392.383,163.891,31.250,197.242,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113315.336,4572582.000,2.000,2.596,2.238,0
5050,188493,1133588908,77592,99802,0.932,0.000,0,303.094,389.852,163.023,31.340,195.488,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113318.336,4573619.000,2.000,2.659,2.238,0
5051,188712,1133777620,77597,99476,0.932,0.000,0,303.113,388.578,162.621,32.176,193.781,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113318.336,4574656.500,2.000,2.671,2.238,0
5052,200257,1133977877,82433,108883,0.932,0.000,0,322.004,425.324,180.270,34.832,210.223,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113322.836,4575665.000,2.000,2.371,2.238,0
5053,205640,1134183517,84947,106691,0.932,0.000,0,331.824,416.762,171.324,35.902,209.535,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113327.336,4576653.000,2.000,2.371,2.238,0
5054,197198,1134380715,81382,106814,0.932,0.000,0,317.898,417.242,172.402,34.250,210.590,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113328.836,4577623.000,2.000,2.324,2.238,0
5055,208012,1134588727,85613,108342,0.932,0.000,0,334.426,423.211,177.527,36.750,208.934,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113328.836,4578627.000,2.000,2.373,2.238,0
5056,197255,1134785982,81609,109013,0.932,0.000,0,318.785,425.832,177.012,35.500,213.320,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113331.836,4579629.000,2.000,2.353,2.238,0
5057,208296,1134994278,85967,109987,0.932,0.000,0,335.809,429.637,180.152,35.250,214.234,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113331.836,4580649.500,2.000,2.375,2.238,0
5058,216202,1135210480,89416,114247,0.932,0.000,0,349.281,446.277,181.590,39.215,225.473,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113331.836,4581614.500,2.000,2.161,2.238,0
5059,217171,1135427651,89496,112653,0.932,0.000,0,349.594,440.051,183.996,35.500,220.555,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113337.836,4582545.500,2.000,2.117,2.238,0
5060,206757,1135634408,85704,110649,0.932,0.000,0,334.781,432.223,178.566,37.285,216.371,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113339.336,4583506.500,2.000,2.223,2.238,0
5061,197814,1135832222,81566,105893,0.932,0.000,0,318.617,413.645,173.234,34.621,205.789,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113339.336,4584511.500,2.000,2.430,2.238,0
5062,206519,1136038741,85674,107583,0.932,0.000,0,334.664,420.246,175.012,36.105,209.129,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113339.336,4585528.000,2.000,2.418,2.238,0
5063,204804,1136243545,84547,108861,0.932,0.000,0,330.262,425.238,177.879,36.094,211.266,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113339.336,4586566.000,2.000,2.442,2.238,0
5064,200705,1136444250,83200,109253,0.932,0.000,0,325.000,426.770,177.871,35.430,213.469,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113342.336,4587588.000,2.000,2.395,2.238,0
5065,205182,1136649432,85031,106477,0.932,0.000,0,332.152,415.926,169.840,36.750,209.336,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113345.336,4588566.500,2.000,2.352,2.238,0
5066,196953,1136846385,81667,105845,0.932,0.000,0,319.012,413.457,170.305,35.500,207.652,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113349.836,4589558.500,2.000,2.399,2.238,0
5067,197129,1137043514,81770,106070,0.932,0.000,0,319.414,414.336,175.379,33.453,205.500,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113354.336,4590556.500,2.000,2.409,2.238,0
5068,205938,1137249452,85505,106652,0.932,0.000,0,334.004,416.609,171.180,34.047,211.387,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113355.836,4591548.500,2.000,2.382,2.238,0
5069,207084,1137456536,85717,107448,0.932,0.000,0,334.832,419.719,177.406,34.750,207.562,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113360.336,4592550.500,2.000,2.387,2.238,0
5070,206200,1137662736,85612,109234,0.932,0.000,0,334.422,426.695,177.891,34.750,214.055,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113360.336,4593535.500,2.000,2.309,2.238,0
5071,207215,1137869951,85653,108171,0.932,0.000,0,334.582,422.543,178.023,34.750,209.770,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113360.336,4594536.000,2.000,2.368,2.238,0
5072,200709,1138070660,83295,107819,0.932,0.000,0,325.371,421.168,177.594,33.750,209.824,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113363.336,4595531.500,2.000,2.363,2.238,0
5073,202625,1138273285,84035,109088,0.932,0.000,0,328.262,426.125,173.844,37.500,214.781,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113367.836,4596537.000,2.000,2.360,2.238,0
5074,206078,1138479363,85658,107515,0.932,0.000,0,334.602,419.980,171.258,36.750,211.973,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113370.836,4597525.000,2.000,2.352,2.238,0
5075,206563,1138685926,85303,108877,0.932,0.000,0,333.215,425.301,176.715,36.000,212.586,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113373.836,4598500.500,2.000,2.294,2.238,0
5076,192300,1138878226,79919,101793,0.932,0.000,0,312.184,397.629,168.246,34.227,195.156,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113376.836,4599521.000,2.000,2.566,2.239,0
5077,190408,1139068634,79058,99710,0.932,0.000,0,308.820,389.492,159.793,33.527,196.172,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113381.336,4600560.000,2.000,2.668,2.239,0
5078,186529,1139255163,77681,101371,0.932,0.000,0,303.441,395.980,165.672,32.566,197.742,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113387.336,4601618.500,2.000,2.673,2.239,0
5079,196075,1139451238,81415,100031,0.932,0.000,0,318.027,390.746,162.066,34.430,194.250,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113390.336,4602672.000,2.000,2.697,2.239,0
5080,187444,1139638682,77473,101429,0.932,0.000,0,302.629,396.207,162.070,33.066,201.070,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113393.336,4603695.000,2.000,2.581,2.239,0
5081,185873,1139824555,77351,98173,0.932,0.000,0,302.152,383.488,158.664,33.211,191.613,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113393.336,4604723.500,2.000,2.682,2.239,0
5082,186506,1140011061,77397,96184,0.932,0.000,0,302.332,375.719,156.824,32.180,186.715,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113397.836,4605746.000,2.000,2.721,2.239,0
5083,185690,1140196751,77428,98802,0.932,0.000,0,302.453,385.945,160.242,32.543,193.160,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113399.336,4606792.000,2.000,2.710,2.239,0
5084,186088,1140382839,77505,99902,0.932,0.000,0,302.754,390.242,160.324,32.883,197.035,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113402.336,4607843.500,2.000,2.694,2.239,0
5085,188136,1140570975,78297,100684,0.932,0.000,0,305.848,393.297,167.387,33.117,192.793,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113402.336,4608877.500,2.000,2.630,2.239,0
5086,189548,1140760523,78808,97986,0.932,0.000,0,307.844,382.758,157.602,33.750,191.406,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113409.836,4609900.500,2.000,2.672,2.239,0
5087,179670,1140940193,75076,94579,0.932,0.000,0,293.266,369.449,149.617,33.250,186.582,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113409.836,4610963.000,2.000,2.877,2.239,0
5088,225945,1141166138,88350,95384,0.932,0.000,0,345.117,372.594,182.789,2.359,187.445,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113411.336,4611902.000,2.000,2.520,2.239,0
5089,227216,1141393354,88365,93019,0.932,0.000,0,345.176,363.355,182.340,0.000,181.016,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113411.336,4612752.000,2.000,2.340,2.240,0
5090,230711,1141624065,89946,94022,0.932,0.000,0,351.352,367.273,186.012,0.000,181.262,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113411.336,4613594.000,2.000,2.292,2.240,0
5091,224103,1141848168,86931,92492,0.932,0.000,0,339.574,361.297,179.645,0.000,181.652,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113412.836,4614434.500,2.000,2.326,2.240,0
5092,226011,1142074179,88254,91834,0.932,0.000,0,344.742,358.727,179.508,0.000,179.219,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113415.836,4615284.000,2.000,2.369,2.240,0
5093,236924,1142311103,92366,93346,0.932,0.000,0,360.805,364.633,182.746,0.000,181.887,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113421.836,4616143.000,2.000,2.356,2.240,0
5094,229041,1142540144,89489,96802,0.932,0.000,0,349.566,378.133,189.496,0.000,188.637,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113423.336,4617033.500,2.000,2.356,2.240,0
5095,244322,1142784466,95401,100931,0.932,0.000,0,372.660,394.262,196.883,0.000,197.379,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113424.836,4617914.500,2.000,2.234,2.240,0
5096,261573,1143046039,101836,105353,0.932,0.000,0,397.797,411.535,206.016,0.000,205.520,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113427.836,4618790.000,2.000,2.127,2.240,0
5097,252555,1143298594,98356,104533,0.932,0.000,0,384.203,408.332,203.832,0.000,204.500,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113432.336,4619633.500,2.000,2.066,2.240,0
5098,256804,1143555398,100434,101941,0.932,0.000,0,392.320,398.207,197.969,0.000,200.238,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113432.336,4620492.500,2.000,2.157,2.240,0
5099,232492,1143787890,90677,96172,0.932,0.000,0,354.211,375.672,189.305,0.000,186.367,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113435.336,4621381.000,2.000,2.365,2.240,0
5100,238770,1144026660,92995,96888,0.932,0.000,0,363.258,378.469,189.234,0.000,189.234,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113435.336,4622282.000,2.000,2.381,2.240,0
5101,242830,1144269490,94149,100738,0.932,0.000,0,367.770,393.508,196.754,0.000,196.754,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113438.336,4623212.500,2.000,2.364,2.240,0
5102,253917,1144523407,99339,101540,0.932,0.000,0,388.043,396.641,196.559,0.000,200.082,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4624127.500,2.000,2.307,2.240,0
5103,255045,1144778452,99934,105197,0.931,0.000,0,390.367,410.926,204.152,0.000,206.773,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4624970.000,2.000,2.051,2.240,0
5104,255655,1145034107,99861,106355,0.932,0.000,0,390.082,415.449,207.492,0.000,207.957,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4625856.500,2.000,2.133,2.240,0
5105,256491,1145290598,100183,102774,0.932,0.000,0,391.340,401.461,202.934,0.000,198.527,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4626708.000,2.000,2.121,2.240,0
5106,247359,1145537957,96373,101870,0.932,0.000,0,376.457,397.930,197.555,0.000,200.375,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4627605.000,2.000,2.254,2.240,0
5107,245354,1145783311,96296,103270,0.931,0.000,0,376.156,403.398,202.414,0.000,200.984,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4628512.000,2.000,2.249,2.240,0
5108,252704,1146036015,98971,101578,0.931,0.000,0,386.605,396.789,200.191,0.000,196.598,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4629404.500,2.000,2.250,2.240,0
5109,256136,1146292151,99827,105584,0.932,0.000,0,389.949,412.438,206.219,0.000,206.219,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4630300.500,2.000,2.172,2.240,0
5110,251783,1146543934,98153,102031,0.932,0.000,0,383.410,398.559,197.477,0.000,201.082,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4631207.500,2.000,2.276,2.240,0
5111,246837,1146790771,96430,103933,0.932,0.000,0,376.680,405.988,202.223,0.000,203.766,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4632104.500,2.000,2.209,2.240,0
5112,247661,1147038432,96740,102854,0.932,0.000,0,377.891,401.773,203.270,0.000,198.504,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4632994.500,2.000,2.216,2.240,0
5113,246294,1147284726,96273,99752,0.932,0.000,0,376.066,389.656,191.664,0.000,197.992,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4633900.500,2.000,2.324,2.240,0
5114,246808,1147531534,96254,99667,0.932,0.000,0,375.992,389.324,195.547,0.000,193.777,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4634793.500,2.000,2.294,2.240,0
5115,237916,1147769450,93186,100077,0.931,0.000,0,364.008,390.926,197.934,0.000,192.992,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4635676.500,2.000,2.258,2.240,0
5116,234672,1148004122,91747,96385,0.932,0.000,0,358.387,376.504,187.434,0.000,189.070,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4636563.500,2.000,2.356,2.240,0
5117,236161,1148240283,92269,97012,0.932,0.000,0,360.426,378.953,189.469,0.000,189.484,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4637474.000,2.000,2.403,2.240,0
5118,238776,1148479059,93076,97301,0.932,0.000,0,363.578,380.082,189.066,0.000,191.016,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4638394.000,2.000,2.421,2.240,0
5119,247498,1148726557,96674,99318,0.932,0.000,0,377.633,387.961,193.305,0.000,194.656,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4639311.500,2.000,2.364,2.240,0
5120,248854,1148975411,96641,103867,0.932,0.000,0,377.504,405.730,205.219,0.000,200.512,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4640195.000,2.000,2.178,2.240,0
5121,251459,1149226870,98020,100063,0.932,0.000,0,382.891,390.871,195.559,0.000,195.312,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4641059.500,2.000,2.212,2.240,0
5122,242163,1149469033,94329,100912,0.932,0.000,0,368.473,394.188,196.449,0.000,197.738,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4641901.500,2.000,2.135,2.240,0
5123,236721,1149705754,92147,96337,0.932,0.000,0,359.949,376.316,187.020,0.000,189.297,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4642799.000,2.000,2.385,2.240,0
5124,237458,1149943212,92658,95005,0.932,0.000,0,361.945,371.113,185.488,0.000,185.625,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4643687.500,2.000,2.395,2.240,0
5125,237568,1150180780,92675,99586,0.932,0.000,0,362.012,389.008,194.797,0.000,194.211,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4644613.000,2.000,2.379,2.240,0
5126,247010,1150427790,96294,97851,0.932,0.000,0,376.148,382.230,191.859,0.000,190.371,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4645531.000,2.000,2.402,2.240,0
5127,237806,1150665596,92904,100049,0.932,0.000,0,362.906,390.816,194.293,0.000,196.523,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4646459.000,2.000,2.374,2.240,0
5128,239014,1150904610,93659,97870,0.931,0.000,0,365.855,382.305,193.082,0.000,189.223,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4647342.500,2.000,2.311,2.240,0
5129,233929,1151138539,91182,95959,0.932,0.000,0,356.180,374.840,185.668,0.000,189.172,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4648237.000,2.000,2.386,2.240,0
5130,237810,1151376349,92754,96097,0.932,0.000,0,362.320,375.379,185.895,0.000,189.484,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4649125.000,2.000,2.367,2.240,0
5131,237528,1151613877,92684,97348,0.932,0.000,0,362.047,380.266,190.574,0.000,189.691,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4650032.500,2.000,2.386,2.240,0
5132,236938,1151850815,92953,97998,0.931,0.000,0,363.098,382.805,194.508,0.000,188.297,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4650937.500,2.000,2.365,2.240,0
5133,254021,1152104836,99129,102888,0.932,0.000,0,387.223,401.906,199.574,0.000,202.332,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4651848.000,2.000,2.265,2.240,0
5134,257267,1152362103,100679,103851,0.931,0.000,0,393.277,405.668,200.762,0.000,204.906,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4652695.000,2.000,2.087,2.240,0
5135,257305,1152619408,100390,104171,0.932,0.000,0,392.148,406.918,203.836,0.000,203.082,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4653566.500,2.000,2.142,2.240,0
5136,248855,1152868263,97296,103452,0.932,0.000,0,380.062,404.109,204.691,0.000,199.418,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4654422.500,2.000,2.118,2.240,0
5137,251415,1153119678,98052,101718,0.932,0.000,0,383.016,397.336,199.105,0.000,198.230,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4655276.500,2.000,2.149,2.240,0
5138,255492,1153375170,99706,103303,0.932,0.000,0,389.477,403.527,199.227,0.000,204.301,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4656150.500,2.000,2.166,2.240,0
5139,258191,1153633361,100417,103547,0.932,0.000,0,392.254,404.480,202.023,0.000,202.457,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4657017.000,2.000,2.142,2.240,0
5140,256205,1153889566,100142,104439,0.932,0.000,0,391.180,407.965,204.062,0.000,203.902,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4657875.000,2.000,2.104,2.240,0
5141,253553,1154143119,99091,103717,0.932,0.000,0,387.074,405.145,205.246,0.000,199.898,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4658741.500,2.000,2.139,2.240,0
5142,253575,1154396694,98870,103990,0.932,0.000,0,386.211,406.211,202.824,0.000,203.387,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4659606.500,2.000,2.130,2.240,0
5143,254144,1154650838,99863,103537,0.931,0.000,0,390.090,404.441,200.023,0.000,204.418,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4660480.000,2.000,2.159,2.240,0
5144,247243,1154898081,96458,100811,0.932,0.000,0,376.789,393.793,198.316,0.000,195.477,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4661373.000,2.000,2.268,2.240,0
5145,247295,1155145376,96322,97610,0.932,0.000,0,376.258,381.289,188.875,0.000,192.414,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4662286.500,2.000,2.395,2.240,0
5146,239105,1155384481,93257,97938,0.932,0.000,0,364.285,382.570,192.586,0.000,189.984,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4663196.000,2.000,2.378,2.240,0
5147,236244,1155620725,92338,95395,0.932,0.000,0,360.695,372.637,185.688,0.000,186.949,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4664063.000,2.000,2.326,2.240,0
5148,248682,1155869407,97501,100887,0.931,0.000,0,380.863,394.090,199.203,0.000,194.887,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4664938.500,2.000,2.222,2.240,0
5149,256361,1156125768,99957,104164,0.932,0.000,0,390.457,406.891,203.445,0.000,203.445,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4665819.000,2.000,2.164,2.240,0
5150,254774,1156380542,99493,103361,0.932,0.000,0,388.645,403.754,201.027,0.000,202.723,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4666698.000,2.000,2.177,2.240,0
5151,255919,1156636461,100363,101669,0.931,0.000,0,392.043,397.145,197.336,0.000,199.812,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4667594.500,2.000,2.258,2.240,0
5152,236799,1156873260,92511,98512,0.932,0.000,0,361.371,384.812,193.965,0.000,190.848,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4668501.000,2.000,2.356,2.240,0
5153,238825,1157112085,93293,96062,0.932,0.000,0,364.426,375.242,188.148,0.000,187.094,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4669365.000,2.000,2.302,2.240,0
5154,235844,1157347929,92050,94718,0.932,0.000,0,359.570,369.992,182.426,0.000,187.566,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4670240.500,2.000,2.366,2.240,0
5155,246870,1157594799,96383,98722,0.932,0.000,0,376.496,385.633,191.797,0.000,193.836,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4671107.500,2.000,2.249,2.240,0
5156,257739,1157852538,100551,103833,0.932,0.000,0,392.777,405.598,203.762,0.000,201.836,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4671981.000,2.000,2.153,2.240,0
5157,257592,1158110130,100980,106153,0.931,0.000,0,394.453,414.660,209.957,0.000,204.703,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4672859.500,2.000,2.119,2.240,0
5158,265308,1158375438,103401,103776,0.932,0.000,0,403.910,405.375,202.688,0.000,202.688,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4673751.500,2.000,2.200,2.240,0
5159,258372,1158633810,100553,104998,0.932,0.000,0,392.785,410.148,202.793,0.000,207.355,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4674649.000,2.000,2.189,2.240,0
5160,254472,1158888282,99181,102180,0.932,0.000,0,387.426,399.141,201.852,0.000,197.289,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4675512.000,2.000,2.162,2.240,0
5161,249749,1159138031,97801,101838,0.931,0.000,0,382.035,397.805,195.527,0.000,202.277,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4676392.500,2.000,2.213,2.240,0
5162,248472,1159386503,96408,100515,0.932,0.000,0,376.594,392.637,197.988,0.000,194.648,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4677267.000,2.000,2.228,2.240,0
5163,255611,1159642114,99866,102292,0.932,0.000,0,390.102,399.578,198.449,0.000,201.129,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4678160.000,2.000,2.235,2.240,0
5164,257026,1159899140,100035,103326,0.932,0.000,0,390.762,403.617,201.527,0.000,202.090,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4679056.000,2.000,2.219,2.240,0
5165,258386,1160157526,100893,102567,0.932,0.000,0,394.113,400.652,203.652,0.000,197.000,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4679940.000,2.000,2.206,2.240,0
5166,248277,1160405803,96765,101943,0.932,0.000,0,377.988,398.215,195.812,0.000,202.402,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4680807.500,2.000,2.179,2.240,0
5167,251869,1160657672,98438,101973,0.932,0.000,0,384.523,398.332,202.461,0.000,195.871,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4681689.000,2.000,2.213,2.240,0
5168,247336,1160905008,97102,100000,0.931,0.000,0,379.305,390.625,195.312,0.000,195.312,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4682557.000,2.000,2.223,2.240,0
5169,242742,1161147750,94621,97540,0.932,0.000,0,369.613,381.016,187.066,0.000,193.949,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4683456.500,2.000,2.361,2.240,0
5170,242541,1161390291,94593,97490,0.932,0.000,0,369.504,380.820,193.852,0.000,186.969,0.000,0.000,0.000,1.000,0.000,0.000,819740.750,819740.750,113439.836,4684356.500,2.000,2.362,2.240,0
